id,lat,lng,geoprivacy,observed_on,time_observed_at,place_guess
203995253,-33.964452,151.254041,open,2024-03-26,2024-03-26T18:51:43+11:00,Australia
203996484,-33.964452,151.254041,open,2024-03-26,2024-03-26T18:51:57+11:00,Australia
204110952,-33.9158461802,151.2656730229,open,2024-03-27,2024-03-27T16:24:36+11:00,"Cliffbrook Pde, Clovelly, NSW, AU"
204111168,-33.9159710725,151.2656650342,open,2024-03-27,2024-03-27T16:30:19+11:00,"Clovelly NSW 2031, Australia"
204118674,-33.9161761566,151.2664154917,open,2024-03-27,2024-03-27T17:06:22+11:00,"Clovelly NSW 2031, Australia"
204221015,-33.800225,151.2718966667,open,2024-03-17,2024-03-17T11:23:20+11:00,"Fairlight Walk, Fairlight, NSW, AU"
204238982,-33.9511133333,151.257155,open,2024-03-28,2024-03-28T14:55:38+11:00,"Maroubra Bay, Maroubra, NSW, AU"
204245505,-33.8816187123,151.2726691492,open,2024-03-26,2024-03-26T15:44:41+11:00,"Murriverie Rd, North Bondi, NSW, AU"
204326879,-33.7858384981,151.2880350825,open,2024-03-28,2024-03-28T17:18:00+11:00,"Manly NSW, Australia"
204687104,-33.9518283,151.2573698997,open,2024-03-31,2024-03-31T16:17:16+11:00,"Maroubra Beach, Maroubra NSW 2035, Australia"
204871545,-33.9509616667,151.2557366667,open,2024-04-01,2024-04-01T14:37:31+11:00,"Arthur Byrne Reserve, Maroubra, NSW, AU"
205290940,-33.9432046283,151.263644267,open,2024-04-04,2024-04-04T08:47:36+11:00,"Marine Pde, Maroubra, NSW, AU"
206027902,-33.9492416667,151.2562716667,open,2024-04-08,2024-04-08T16:47:04+10:00,"Arthur Byrne Reserve, Maroubra, NSW, AU"
207528949,-33.9191116667,151.25908,open,2024-04-16,2024-04-16T15:02:20+10:00,"Coogee NSW 2034, Australia"
207711258,-33.94623,151.2575533333,open,2024-04-17,2024-04-17T14:22:32+10:00,"Maroubra Beach, Maroubra, NSW, AU"
208435721,-34.0413138333,151.1648555,open,2024-04-21,2024-04-21T17:20:49+10:00,"Bate Bay, 克罗纳拉, NSW, AU"
208665563,-33.9488666667,151.257295,open,2024-04-22,2024-04-22T16:53:09+10:00,"Maroubra Beach, Maroubra, NSW, AU"
209108464,-33.8595875595,151.212583892,open,2024-04-24,2024-04-24T19:32:02+10:00,"Sydney Nový Jižní Wales, Austrálie"
212816692,-33.947575,151.2575833333,open,2024-05-02,2024-05-02T13:55:13+10:00,"Maroubra Beach, Maroubra, NSW, AU"
213930603,-33.9487616667,151.2573083333,open,2024-05-06,2024-05-06T10:30:23+10:00,"Maroubra Beach, Maroubra, NSW, AU"
214127197,-34.0485635169,151.157883008,open,2024-05-06,2024-05-06T15:27:30+10:00,"North Cronulla Beach, Cronulla, NSW, AU"
214541967,-33.8008935286,151.293914271,open,2024-03-01,2024-03-01T11:46:00+11:00,"Sydney Nouvelle-Galles du Sud, Australie"
214541973,-33.8009066667,151.2939283333,open,2024-03-01,2024-03-01T12:06:00+11:00,"Sydney Nouvelle-Galles du Sud, Australie"
214541974,-33.8009066667,151.2939283333,open,2024-03-01,2024-03-01T12:06:00+11:00,"Sydney Nouvelle-Galles du Sud, Australie"
214653317,-33.9452033333,151.256745,open,2024-05-09,2024-05-09T17:12:16+10:00,"Severn St, Maroubra, NSW, AU"
215368865,-33.893055,151.2749633333,open,,,"Bondi Beach, Bondi Beach, NSW, AU"
224327000,-33.7458737742,151.3050885005,open,2022-12-10,2022-12-10T01:29:00+11:00,"Collaroy NSW 2097, Australia"
224327002,-33.7434554028,151.3103121901,open,2022-12-10,2022-12-10T01:40:00+11:00,"Warringah, AU-NS, AU"
225879558,-33.7421948,151.318003,open,2024-05-02,2024-05-02T17:07:13+10:00,Australia
226776470,-33.7470033333,151.3031916667,open,2024-07-03,2024-07-03T07:21:18+10:00,"Dee Why Beach, Dee Why, NSW, AU"
226871252,-33.8928934313,151.278786175,open,2024-07-03,2024-07-03T14:20:17+10:00,"Boundary St opp Northumberland St, Clovelly NSW 2024, Australia"
227007098,-33.9002671559,151.2709721459,open,2024-07-04,2024-07-04T10:36:11+10:00,"Tamarama Beach, Tamarama, NSW, AU"
227007296,-33.9002464107,151.2709451561,open,2024-07-04,2024-07-04T10:37:16+10:00,"Tamarama Beach, Tamarama, NSW, AU"
227051059,-33.94608,151.2583166667,open,2024-07-04,2024-07-04T15:50:47+10:00,"Maroubra Beach, Maroubra, NSW, AU"
227068195,-33.7427998688,151.3111998206,open,2024-07-04,2024-07-04T14:15:52+10:00,"Collaroy, NSW, AU"
227402593,-33.9640134154,151.2525335514,open,2024-07-06,2024-07-06T09:03:15+10:00,"South Pacific Ocean, Malabar, NSW, AU"
227403247,-33.9647711083,151.252209066,open,2024-07-06,2024-07-06T09:13:14+10:00,"Long Bay, Malabar, NSW, AU"
228126953,-33.9002633333,151.2711333333,open,2024-07-06,2024-07-06T10:58:10+10:00,"Tamarama Beach, Tamarama, NSW, AU"
228390697,-33.90028,151.2713,open,2024-07-06,2024-07-06T10:57:03+10:00,"Tamarama Beach, Tamarama, NSW, AU"
234271809,-33.746425,151.3040916667,open,2024-07-05,2024-07-05T06:57:11+10:00,"Long Reef Beach, Collaroy, NSW, AU"
242573879,-33.891552,151.277241,open,2024-09-17,2024-09-17T10:39:00+10:00,"-33.891552, 151.277241"
243302910,-33.7001693215,151.3091088478,open,2024-09-17,2024-09-17T14:00:00+10:00,"Sydney NSW, Australia"
244411286,-33.92101382,151.25783273,open,2024-09-28,2024-09-28T11:08:31+10:00,"Arden St opp Coogee Bay Rd, Coogee NSW 2034, Australia"
244440292,-33.7438847607,151.3092361307,open,2024-09-27,2024-09-27T12:52:00+10:00,"Sydney NSW, Australia"
245188834,-33.8922,151.2741777778,open,2024-10-02,2024-10-02T15:15:56+10:00,"Bondi Beach NSW 2026, Australia"
246580169,-33.9890116667,151.2349866667,open,2024-10-10,2024-10-10T13:16:08+11:00,"Congwong Beach, La Perouse, NSW, AU"
246872374,-33.9040333506,151.2684121783,open,2024-10-03,2024-10-03T05:47:57+10:00,"Bronte Beach, Bronte, NSW, AU"
246877938,-33.9203383832,151.258132495,open,2024-10-12,2024-10-12T10:20:00+11:00,"Arden St opp Coogee Bay Rd, Coogee NSW 2034, Australia"
246877987,-33.9203383832,151.258132495,open,2024-10-12,2024-10-12T10:20:00+11:00,"Arden St opp Coogee Bay Rd, Coogee NSW 2034, Australia"
246878059,-33.9203383832,151.258132495,open,2024-10-12,2024-10-12T10:20:00+11:00,Coogee Beach
247066535,-34.0383477414,151.2016307831,open,2024-10-13,2024-10-13T11:38:00+11:00,"Boat Harbour, Kurnell NSW 2231, Australia"
247426788,-33.7389304134,151.3126981068,open,2024-09-28,2024-09-28T12:38:00+10:00,"Sydney NSW, Australia"
247426802,-33.74186915,151.3159624598,open,2024-09-28,2024-09-28T12:46:00+10:00,"Sydney NSW, Australia"
247714974,-33.9637241584,151.2529058754,open,2024-10-17,2024-10-17T13:06:19+11:00,"Malabar NSW 2036, Australia"
247742914,-33.8004386813,151.2978167832,open,2024-10-17,2024-10-17T13:46:52+11:00,"North Steyne opp Carlton St, Manly NSW 2095, Australie"
247871460,-33.7992833333,151.2906033333,open,2024-10-18,2024-10-18T15:12:43+11:00,"Fairy Bower Beach, Manly, NSW, AU"
248234275,-33.7333154338,151.3031145112,open,2024-10-05,2024-10-05T13:29:00+10:00,"Sydney NSW, Australia"
248540700,-33.9213633333,151.257295,open,2022-10-01,2022-10-01T13:37:20+10:00,"Arden St, Coogee, NSW, AU"
248574291,-34.0444282797,151.161179021,open,2024-10-22,2024-10-22T13:00:00+11:00,"Cronulla Nouvelle-Galles du Sud 2230, Australie"
248579356,-33.8940610456,151.2740643451,open,2024-10-22,2024-10-22T13:50:19+11:00,"Bondi Beach, Bondi Beach, NSW, AU"
248702162,-33.8701166667,151.2675277778,open,2024-10-23,2024-10-23T08:38:00+11:00,"Sydney NSW, Australia"
248702163,-33.8701166667,151.2675277778,open,2024-10-23,2024-10-23T08:39:00+11:00,"Sydney NSW, Australia"
248702164,-33.8697083333,151.2679611111,open,2024-10-23,2024-10-23T08:40:00+11:00,"Sydney NSW, Australia"
248702165,-33.8697083333,151.2679611111,open,2024-10-23,2024-10-23T08:40:00+11:00,"Sydney NSW, Australia"
248702166,-33.8692694444,151.2683333333,open,2024-10-23,2024-10-23T08:41:00+11:00,"Sydney NSW, Australia"
248702167,-33.8688194444,151.2685611111,open,2024-10-23,2024-10-23T08:44:00+11:00,"Sydney NSW, Australia"
248849825,-33.9147716667,151.2694866667,open,2024-10-24,2024-10-24T15:38:31+11:00,"Clovelly, NSW, AU"
248893510,-33.8396166667,151.2790805556,open,2024-10-23,2024-10-23T09:33:00+11:00,"Sydney NSW, Australia"
248893527,-33.8403638889,151.2781444444,open,2024-10-23,2024-10-23T09:29:00+11:00,"Sydney NSW, Australia"
248893528,-33.8403638889,151.2781444444,open,2024-10-23,2024-10-23T09:29:00+11:00,"Sydney NSW, Australia"
248893529,-33.8403638889,151.2781444444,open,2024-10-23,2024-10-23T09:29:00+11:00,"Sydney NSW, Australia"
248893532,-33.8403638889,151.2781444444,open,2024-10-23,2024-10-23T09:30:00+11:00,"Sydney NSW, Australia"
248893534,-33.840425,151.2782583333,open,2024-10-23,2024-10-23T09:31:00+11:00,"Sydney NSW, Australia"
248949225,-33.7704694444,151.2949972222,open,2024-10-25,,"Warringah, AU-NS, AU"
248988143,-34.0391783,151.1677736997,open,2024-10-25,2024-10-25T10:12:23+11:00,"Kurnell NSW 2231, Australia"
248993901,-33.9205383333,151.2580866667,open,2024-10-25,2024-10-25T11:03:17+11:00,"Coogee Beach, Coogee, NSW, AU"
249016172,-33.8356194444,151.2794,open,2024-10-23,2024-10-23T09:56:00+11:00,"Sydney NSW, Australia"
249016173,-33.8356138889,151.2793972222,open,2024-10-23,2024-10-23T09:56:00+11:00,"Sydney NSW, Australia"
249021711,-33.7908216667,151.2878283333,open,2024-10-04,2024-10-04T13:07:34+10:00,"North Steyne Beach, Manly, NSW, AU"
249092013,-33.8002883333,151.28412,open,2024-10-26,2024-10-26T10:22:18+11:00,"Manly Wharf, Manly, NSW, AU"
249105030,-33.5300194444,151.3413305556,open,2024-10-26,2024-10-26T13:16:10+11:00,"F8CR+4H, Box Head NSW 2257, Australia"
249115884,-34.0534388333,151.1555471667,open,2024-10-26,2024-10-26T15:10:39+11:00,"Ozone St, Cronulla, NSW, AU"
249116564,-33.7526633333,151.29712,open,2024-10-26,2024-10-26T10:37:04+11:00,"Dee Why Beach, Dee Why, NSW, AU"
249116633,-34.069711,151.155664,open,2024-10-26,,"Oak park beach, Cronulla "
249154614,-33.9972333333,151.2448583333,open,2024-10-26,2024-10-26T18:22:32+11:00,"Kamay Botany Bay National Park, La Perouse, NSW, AU"
249274944,-34.1175546997,151.1395345997,open,2024-10-27,2024-10-27T12:11:23+11:00,"V4JQ+JM, Royal Nat'l Park NSW 2232, Australia"
249280198,-33.90023,151.27063,open,2024-10-27,2024-10-27T17:17:44+11:00,"Tamarama Beach, Tamarama, NSW, AU"
249300229,-34.0627800985,151.1555663649,open,2024-10-27,2024-10-27T16:54:00+11:00,"Sydney NSW, Australia"
249300231,-34.0627800985,151.1555663649,open,2024-10-27,2024-10-27T16:57:00+11:00,"Sydney NSW, Australia"
249300234,-34.0627800985,151.1555663649,open,2024-10-27,2024-10-27T17:03:00+11:00,"Sydney NSW, Australia"
249444825,-33.7410728034,151.310829326,open,2024-09-28,2024-09-28T12:46:00+10:00,"Sydney NSW, Australia"
249448931,-33.9002283333,151.2706133333,open,2024-10-27,2024-10-27T17:17:03+11:00,"Tamarama Beach, Tamarama, NSW, AU"
249544953,-33.7358333333,151.3058916667,open,2024-10-29,2024-10-29T07:38:35+11:00,"Fishermans Beach, Collaroy, NSW, AU"
249873435,-33.752576,151.297515,open,2024-10-30,,Dee Why
250050202,-33.7464116667,151.3042,open,2024-11-01,2024-11-01T18:25:48+11:00,"Long Reef Beach, Collaroy, NSW, AU"
250055877,-33.9256859,151.2593896,open,2024-11-01,2024-11-01T16:44:00+11:00,"4B Neptune St, Coogee NSW 2034, Australia"
250094764,-34.0344238056,151.1841583056,open,2024-11-02,2024-11-02T13:41:30+11:00,"Kurnell NSW 2231, Australia"
250102173,-33.823145,151.252105,open,2024-11-02,2024-11-02T15:50:59+11:00,"Edwards Beach, Mosman, NSW, AU"
250112133,-33.7993692,151.2970172997,open,2024-11-02,2024-11-02T15:08:12+11:00,"Manly NSW 2095, Australia"
250129185,-33.90013,151.2706916667,open,2024-11-02,2024-11-02T19:14:59+11:00,"Tamarama Beach, Tamarama, NSW, AU"
250252032,-33.7740466667,151.292555,open,2024-11-03,2024-11-03T15:20:55+11:00,"Carrington Pde, Curl Curl, NSW, AU"
250275940,-33.5902133333,151.3256833333,open,2024-11-03,2024-11-03T13:45:33+11:00,"Palm Beach, NSW, AU"
250361460,-33.7358966667,151.3059083333,open,2024-11-04,2024-11-04T08:30:04+11:00,"Fishermans Beach, Collaroy, NSW, AU"
250422577,-33.7996121,151.2904582,open,2024-10-14,2024-10-14T08:38:00+11:00,"Sydney NSW, Australia"
250425909,-33.7992307417,151.290839766,open,2024-10-14,2024-10-14T07:01:00+11:00,Cabbage Tree Bay
250509713,-34.1171805,151.1393583333,open,2024-11-02,2024-11-02T17:08:11+11:00,"Royal National Park, Royal National Park, NSW, AU"
250520972,-33.74303,151.3111583333,open,2024-11-04,2024-11-04T16:29:48+11:00,"Long Reef Beach, Collaroy, NSW, AU"
250555730,-33.9326095581,151.261138916,open,2024-10-30,2024-10-30T12:22:20+11:00,South Coogee
250779079,-33.7026027053,151.3096567388,open,2024-10-27,2024-10-27T12:06:00+11:00,"Sydney NSW, Australia"
250779095,-33.7026027053,151.3096567388,open,2024-10-27,2024-10-27T12:37:00+11:00,"Sydney NSW, Australia"
250779104,-33.7005534918,151.3090843917,open,2024-10-27,2024-10-27T12:56:00+11:00,"Sydney NSW, Australia"
250992881,-34.1205944444,151.1354444444,open,2024-11-09,2024-11-09T12:30:42+11:00,"Marley NSW 2232, Australia"
251742057,-33.8911666667,151.2782283333,open,2024-11-15,2024-11-15T12:47:35+11:00,"Bondi Beach, Bondi Beach, NSW, AU"
251851689,-33.7979741174,151.2894393283,open,2024-11-16,2024-11-16T16:40:08+11:00,"Fairy Bower Beach, Manly, NSW, AU"
251964790,-34.0,151.1358472222,open,2024-11-17,2024-11-17T13:10:00+11:00,"Sydney NSW, Australia"
251985452,-33.92248,151.2575083333,open,2024-11-17,2024-11-17T13:09:48+11:00,"库基海滩, 库吉镇, NSW, AU"
252333045,-33.9487140061,151.2571273372,open,2023-08-14,2023-08-14T08:40:22+10:00,"Maroubra NSW 2035, Australia"
252372983,-33.96566,151.2575416667,open,2024-11-01,2024-11-01T13:58:00+11:00,"Malabar NSW 2036, Australia"
252834944,-33.5548680539,151.2692499161,open,2024-11-24,2024-11-24T16:36:54+11:00,"Gosford - West, AU-NS, AU"
252948413,-33.9219532468,151.2575222325,open,2024-11-25,2024-11-25T08:43:38+11:00,"Coogee Beach, Coogee, NSW, AU"
253126942,-33.9781616667,151.2547616667,open,2024-11-16,2024-11-16T13:04:47+11:00,"Little Bay, NSW, AU"
253688469,-33.7390833333,151.3095083333,open,2024-12-01,2024-12-01T07:36:31+11:00,"Collaroy, NSW, AU"
254599395,-33.581599,151.308994,open,2024-11-23,2024-11-23T19:32:00+11:00,"Pittwater, Ku-ring-gai Chase, AU-NS, AU"
255145463,-33.781335,151.290645,open,2024-12-14,,Freshwater Beach
255627992,-33.70297,151.3082283333,open,2024-12-19,2024-12-19T09:56:55+11:00,"Narrabeen Park Pde, North Narrabeen, NSW, AU"
255942877,-33.903323,151.268349,open,2024-12-22,,Brontë beach 
256252982,-33.900724,151.270903,open,2024-12-13,2024-12-13T13:00:00+11:00,tamarama
256480931,-33.914805,151.261305,open,2024-12-28,2024-12-28T16:03:24+11:00,"Gordon's Bay, Coogee, NSW, AU"
256569267,-33.7675165261,151.3018369416,open,2024-12-29,2024-12-29T12:17:21+11:00,"North Curl Curl, NSW, AU"
256683754,-33.743205,151.3103033333,open,2024-12-30,2024-12-30T06:49:36+11:00,"Long Reef Beach, Collaroy, NSW, AU"
256703236,-34.0646138889,151.1557166667,open,2024-12-28,2024-12-28T19:57:00+11:00,"Sydney NSW, Australia"
256710726,-33.8260416667,151.2517083333,open,2024-12-29,2024-12-29T08:17:50+11:00,"Balmoral Beach, Mosman, NSW, AU"
256735205,-33.825762,151.251581,open,2024-12-30,,Balmoral beach
256795132,-33.7385,151.3074633333,open,2024-12-31,2024-12-31T06:57:54+11:00,"Fishermans Beach, Collaroy, NSW, AU"
257289279,-33.9256858226,151.2593894452,open,2025-01-04,,"Coogee NSW 2034, Australia"
257400747,-33.7988700867,151.2899932861,open,2025-01-05,2025-01-05T09:19:59+11:00,Manly
257452029,-33.9380086101,151.2599382922,open,2025-01-05,2025-01-05T11:18:06+11:00,"Maroubra NSW 2035, Australia"
257884072,-33.9890324607,151.2350802496,open,2025-01-02,2025-01-02T13:21:35+11:00,"Anzac Pde Terminus, La Perouse NSW 2036, Australia"
258105534,-33.7796852,151.29778625,open,2025-01-11,2025-01-11T14:55:36+11:00,"South Pacific Ocean, Freshwater, NSW, AU"
258123747,-33.963945,151.2534333333,open,2024-07-05,2024-07-05T13:40:37+10:00,"Fishermans Rd, Malabar, NSW, AU"
258123768,-33.9647333333,151.25177,open,2024-07-05,2024-07-05T13:01:07+10:00,"South Pacific Ocean, Malabar, NSW, AU"
258327399,-33.7972133333,151.28827,open,2025-01-12,2025-01-12T16:17:12+11:00,"South Steyne Reserve, Manly, NSW, AU"
258328341,-33.9486286279,151.2577263077,open,2025-01-13,2025-01-13T09:45:00+11:00,"Maroubra Bay, Maroubra, NSW, AU"
258340427,-33.7978366667,151.2895666667,open,2025-01-13,2025-01-13T15:27:56+11:00,"Fairy Bower Beach, Manly, NSW, AU"
258428357,-33.79315,151.287649,open,2025-01-13,,"Manly Beach, South Steyne"
259035476,-33.7335346997,151.3035969997,open,2025-01-20,2025-01-20T17:40:56+11:00,"Collaroy NSW 2097, Australia"
259506120,-33.7422111111,151.3173833333,open,2016-11-17,2016-11-17T09:51:00+11:00,"Sydney NSW, Australia"
259506154,-34.0818361111,151.1619861111,open,2017-02-03,2017-02-03T11:51:00+11:00,"Jibbon NSW, Australia"
259638751,-33.98897391,151.2345934831,open,2025-01-22,2025-01-22T20:20:26+11:00,"Congwong Beach, La Perouse, NSW, AU"
259643998,-33.9198092002,151.2589536443,open,2025-01-27,2025-01-27T00:35:24+11:00,"Coogee Beach, Coogee, NSW, AU"
260044561,-33.679447234,151.3140853238,open,2024-12-30,2024-12-30T12:26:00+11:00,"Mona Vale NSW 2103, Australia"
260232227,-33.78773,151.2887116667,open,2025-02-01,2025-02-01T16:22:37+11:00,"Manly, NSW, AU"
260295410,-33.919965,151.258329,open,2025-02-01,,Coogee Beach
260363274,-33.79895548,151.2948487215,open,2025-02-02,2025-02-02T16:34:00+11:00,"Manly, AU-NS, AU"
260484427,-33.9688638889,151.1524888889,open,2025-02-02,2025-02-02T12:24:42+11:00,"Monterey NSW 2217, Australia"
260548125,-33.5212087,151.3167687,open,2025-01-31,2025-01-31T18:01:00+11:00,"Umina Beach NSW 2257, Australia"
260553286,-33.9256858226,151.2593894452,open,2025-02-04,2025-02-04T06:54:09+11:00,"Coogee NSW 2034, Australia"
260583491,-33.7977603824,151.2986703962,open,,,Australia
260592866,-33.950379492,151.2572844264,open,2025-02-04,2025-02-04T11:37:21+11:00,"Maroubra Bay, Maroubra, NSW, AU"
260672492,-34.04237,151.163169,open,2025-02-02,,Wanda Beach
260882826,-33.79907,151.2902833333,open,2025-02-07,2025-02-07T15:47:28+11:00,"Fairy Bower Beach, Manly, NSW, AU"
260882842,-33.799225,151.2904366667,open,2025-02-07,2025-02-07T15:48:48+11:00,"Fairy Bower Beach, Manly, NSW, AU"
260882854,-33.799255,151.2904966667,open,2025-02-07,2025-02-07T15:49:26+11:00,"Fairy Bower Beach, Manly, NSW, AU"
260882880,-33.799345,151.29062,open,2025-02-07,2025-02-07T15:51:00+11:00,"Fairy Bower Beach, Manly, NSW, AU"
260955996,-33.9533105,151.2578531997,open,2025-02-08,2025-02-08T08:41:02+11:00,"Maroubra NSW 2035, Australia"
261095551,-33.9801466667,151.2516783333,open,2025-02-08,2025-02-08T11:41:59+11:00,"Little Bay, Little Bay, NSW, AU"
262069768,-33.5247225576,151.3266332708,open,2019-02-21,2019-02-21T16:06:00+11:00,"Центральное побережье Нов. Юж. Уэльс, Австралия"
262669828,-33.7420783333,151.3182366667,open,2025-02-22,2025-02-22T16:48:20+11:00,"Collaroy, NSW, AU"
262787594,-33.7558890094,151.2997036897,open,2025-02-23,2025-02-23T14:03:50+11:00,"Dee Why, NSW, AU"
263419901,-33.8906320405,151.2816726824,open,2025-03-01,2025-03-01T08:30:53+11:00,"Bondi Beach, Bondi Beach, NSW, AU"
263464752,-33.950263422,151.2570391595,open,2025-02-28,,"Maroubra NSW 2035, Australia"
263529186,-33.738025,151.3108366667,open,2025-03-01,2025-03-01T18:04:07+11:00,"Collaroy, NSW, AU"
263551841,-33.7345510338,151.3053662341,open,2025-03-01,2025-03-01T17:37:29+11:00,"Fishermans Beach, Collaroy, NSW, AU"
263586787,-33.9201136708,151.2606627424,open,2025-03-01,2025-03-01T18:57:04+11:00,"Beach St, Coogee, NSW, AU"
263592801,-33.5909805556,151.3259416667,open,2025-03-02,2025-03-02T16:25:44+11:00,"1193 Barrenjoey Road located inside Governor Phillip Park, Palm Beach NSW 2108, Australia"
263746395,-33.9225333037,151.2574929649,open,2025-03-03,2025-03-03T21:44:34+11:00,"Coogee Beach, Coogee, NSW, AU"
263934117,-33.9201744346,151.2579222108,open,2025-03-02,2025-03-02T17:18:12+11:00,"Coogee Beach, Coogee, NSW, AU"
263970856,-33.7994340156,151.2784106657,open,2025-03-05,2025-03-05T11:47:00+11:00,"Manly NSW 2095, Australia"
263970877,-33.7994462745,151.2782976776,open,2025-03-05,2025-03-05T11:47:05+11:00,"Manly NSW 2095, Australia"
264055312,-33.9538766,151.1614822997,open,2025-03-06,2025-03-06T15:05:37+11:00,"Brighton-Le-Sands NSW 2216, Australia"
